Species,Dataset,File Name,Streptomycin,Vancomycin,Ceftriaxone,Oxacillin,Clindamycin,Fusidic acid,Erythromycin,Linezolid,Methicillin,Gentamicin,Trimethoprim-Sulfamethoxazole,Ciprofloxacin,Tetracycline,Chloramphenicol,Penicillin,Trimethoprim,Daptomycin,Cefoxitin,Amikacin,Ampicillin-Sulbactam,Cefepime,Cefotaxime,Ceftazidime,Colistin,Doripenem,Imipenem,Levofloxacin,Meropenem,Minocycline,Moxifloxacin,Polymyxin_B,Tigecycline,Tobramycin,Ampicillin,Amoxicillin-Clavulanic acid,Azithromycin,Sulfisoxazole,Kanamycin,Nalidixic acid,Ceftiofur,Capreomycin,Clarithromycin,Clofazimine,Cycloserine,Ethambutol,Ethionamide,Gatifloxacin,Isoniazid,Nicotinamide,Ofloxacin,para-aminosalicylic acid,Prothionamide,Pyrazinamide,Rifabutin,Rifampicin,Aztreonam,Cefuroxime,Piperacillin-Tazobactam
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933055.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933056.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933057.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933058.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933059.fna,R,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933060.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933061.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933062.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933063.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933064.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933065.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933066.fna,R,,I,,,,,,,R,S,S,S,S,,,,R,,,,,,,,,,,,,,,,R,R,S,S,,S,R,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933067.fna,R,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933068.fna,R,,S,,,,,,,S,S,S,I,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933069.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,R,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933070.fna,R,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933071.fna,R,,S,,,,,,,R,S,S,R,S,,,,S,,,,,,,,,,,,,,,,R,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933072.fna,S,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933073.fna,R,,R,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,R,S,S,S,,S,R,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933074.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933075.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933076.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933077.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933078.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933079.fna,S,,I,,,,,,,S,S,S,R,S,,,,R,,,,,,,,,,,,,,,,R,R,S,S,,S,R,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933080.fna,R,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933081.fna,S,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933082.fna,S,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933083.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933084.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933085.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,R,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3933086.fna,R,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3945762.fna,,,S,,,,,,,S,S,S,R,S,,,,R,,,,,,,,,,,,,,,,R,R,,S,,S,R,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3945763.fna,,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3945764.fna,,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3993888.fna,R,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4011134.fna,,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,R,S,,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4019209.fna,,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4019210.fna,,,S,,,,,,,S,S,S,R,I,,,,S,,,,,,,,,,,,,,,,S,S,,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4019211.fna,,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4019212.fna,,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4019213.fna,,,S,,,,,,,R,S,S,R,S,,,,S,,,,,,,,,,,,,,,,R,I,,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4019214.fna,,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4019215.fna,R,,I,,,,,,,S,S,S,R,S,,,,R,,,,,,,,,,,,,,,,R,R,,S,,S,R,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4019216.fna,R,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4019217.fna,,,R,,,,,,,S,S,S,R,S,,,,R,,,,,,,,,,,,,,,,R,R,,S,,S,R,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4019218.fna,,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4019219.fna,,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4019220.fna,,,I,,,,,,,S,S,S,R,S,,,,I,,,,,,,,,,,,,,,,R,R,,S,,S,R,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4019221.fna,,,I,,,,,,,S,S,S,R,S,,,,R,,,,,,,,,,,,,,,,R,R,,S,,S,R,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4019244.fna,,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4238014.fna,R,,S,,,,,,,R,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280560.fna,R,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280562.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280563.fna,S,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280564.fna,R,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280565.fna,R,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280566.fna,R,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280567.fna,R,,S,,,,,,,R,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280568.fna,R,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280569.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280570.fna,R,,S,,,,,,,R,S,S,S,S,,,,S,,,,,,,,,,,,,,,,R,I,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280571.fna,R,,S,,,,,,,R,S,S,S,S,,,,S,,,,,,,,,,,,,,,,R,I,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280572.fna,S,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280573.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280574.fna,S,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280575.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280576.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280577.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280578.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280579.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280580.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280581.fna,S,,I,,,,,,,S,S,S,S,S,,,,R,,,,,,,,,,,,,,,,R,R,S,S,,S,R,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280582.fna,R,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280583.fna,S,,S,,,,,,,S,S,S,R,S,,,,R,,,,,,,,,,,,,,,,R,R,S,S,,S,R,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280584.fna,R,,S,,,,,,,R,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280585.fna,S,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280586.fna,S,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280587.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280588.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280589.fna,R,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280590.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280591.fna,S,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280592.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280593.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280594.fna,S,,S,,,,,,,S,S,S,S,S,,,,R,,,,,,,,,,,,,,,,R,R,S,S,,S,R,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280595.fna,R,,S,,,,,,,R,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280596.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280597.fna,S,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280598.fna,R,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280599.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280600.fna,R,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280601.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280602.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280603.fna,S,,I,,,,,,,S,S,S,S,S,,,,R,,,,,,,,,,,,,,,,R,R,S,S,,S,R,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280604.fna,R,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280605.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280606.fna,S,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280607.fna,S,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280608.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280609.fna,S,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280610.fna,S,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280611.fna,S,,S,,,,,,,S,S,S,R,S,,,,R,,,,,,,,,,,,,,,,R,R,S,S,,S,R,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280613.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280614.fna,S,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280615.fna,S,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280616.fna,S,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280617.fna,R,,I,,,,,,,R,S,S,R,S,,,,R,,,,,,,,,,,,,,,,R,R,S,S,,S,R,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280618.fna,R,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280619.fna,R,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280620.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280621.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280622.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280623.fna,R,,S,,,,,,,S,S,S,R,I,,,,S,,,,,,,,,,,,,,,,R,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280624.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280625.fna,R,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280626.fna,R,,S,,,,,,,R,S,S,R,S,,,,S,,,,,,,,,,,,,,,,R,I,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280627.fna,S,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280628.fna,S,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,R,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280629.fna,R,,S,,,,,,,R,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280630.fna,R,,S,,,,,,,R,S,S,S,S,,,,S,,,,,,,,,,,,,,,,R,I,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280631.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280632.fna,R,,I,,,,,,,S,R,S,R,R,,,,R,,,,,,,,,,,,,,,,R,R,S,S,,S,R,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280633.fna,R,,S,,,,,,,S,S,S,R,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR4280634.fna,S,,S,,,,,,,S,S,S,S,S,,,,S,,,,,,,,,,,,,,,,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,
