Species,Dataset,File Name,Erythromycin,Methicillin,Ciprofloxacin,Clindamycin,Penicillin,clusters,split
Staphylococcus aureus,PATRIC_genomes,1280.33878.fna,S,S,S,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33879.fna,R,S,S,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.33881.fna,R,R,S,R,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33882.fna,R,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33883.fna,R,R,S,R,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33884.fna,S,R,R,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33885.fna,S,S,S,S,S,18,train
Staphylococcus aureus,PATRIC_genomes,1280.33886.fna,R,R,S,R,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33887.fna,R,R,R,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33888.fna,R,R,S,R,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33889.fna,S,R,R,S,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33891.fna,R,R,S,R,S,1,test
Staphylococcus aureus,PATRIC_genomes,1280.33892.fna,S,R,R,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33893.fna,S,R,R,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33894.fna,R,R,R,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33895.fna,S,R,R,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33896.fna,R,R,S,R,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33897.fna,R,S,S,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.33898.fna,S,R,R,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33899.fna,S,R,R,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33901.fna,R,R,R,S,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33902.fna,S,S,S,S,S,19,train
Staphylococcus aureus,PATRIC_genomes,1280.33903.fna,R,R,S,S,R,19,train
Staphylococcus aureus,PATRIC_genomes,1280.33904.fna,S,R,R,S,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33905.fna,R,R,S,R,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33906.fna,R,R,R,S,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33907.fna,R,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33908.fna,R,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33909.fna,R,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33911.fna,R,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33912.fna,R,S,S,S,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33913.fna,S,S,S,S,R,9,test
Staphylococcus aureus,PATRIC_genomes,1280.33914.fna,R,R,S,S,R,19,train
Staphylococcus aureus,PATRIC_genomes,1280.33915.fna,S,R,S,S,S,19,train
Staphylococcus aureus,PATRIC_genomes,1280.33916.fna,R,R,R,S,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33917.fna,S,R,R,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33918.fna,S,R,S,S,S,19,train
Staphylococcus aureus,PATRIC_genomes,1280.33919.fna,S,R,S,R,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33921.fna,R,R,S,R,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.33922.fna,S,S,S,S,R,34,train
Staphylococcus aureus,PATRIC_genomes,1280.33923.fna,S,R,S,R,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33924.fna,R,R,S,R,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.33925.fna,S,R,R,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33926.fna,R,R,S,R,S,27,train
Staphylococcus aureus,PATRIC_genomes,1280.33927.fna,R,R,S,R,S,27,train
Staphylococcus aureus,PATRIC_genomes,1280.33928.fna,R,R,S,R,S,27,train
Staphylococcus aureus,PATRIC_genomes,1280.33929.fna,R,R,S,R,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33931.fna,R,S,S,R,R,57,test
Staphylococcus aureus,PATRIC_genomes,1280.33932.fna,S,R,R,R,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33933.fna,R,R,R,R,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33934.fna,R,R,S,R,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.33935.fna,R,R,R,R,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33936.fna,R,S,S,S,R,8,train
Staphylococcus aureus,PATRIC_genomes,1280.33937.fna,R,S,S,R,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33938.fna,R,S,S,R,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33939.fna,R,S,S,R,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33941.fna,R,R,S,R,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33942.fna,S,R,R,R,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.33943.fna,R,R,S,R,S,27,train
Staphylococcus aureus,PATRIC_genomes,1280.34212.fna,S,S,S,S,S,16,train
Staphylococcus aureus,PATRIC_genomes,1280.34213.fna,R,R,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34214.fna,S,S,S,S,S,170,train
Staphylococcus aureus,PATRIC_genomes,1280.34215.fna,S,S,S,S,S,117,train
Staphylococcus aureus,PATRIC_genomes,1280.34216.fna,S,S,S,S,S,261,train
Staphylococcus aureus,PATRIC_genomes,1280.34217.fna,S,S,S,S,S,170,train
Staphylococcus aureus,PATRIC_genomes,1280.34218.fna,S,S,S,S,S,261,train
Staphylococcus aureus,PATRIC_genomes,1280.34219.fna,S,S,S,S,S,224,train
Staphylococcus aureus,PATRIC_genomes,1280.34221.fna,S,S,S,S,S,327,train
Staphylococcus aureus,PATRIC_genomes,1280.34222.fna,S,S,S,S,S,170,train
Staphylococcus aureus,PATRIC_genomes,1280.34223.fna,S,S,S,S,S,170,train
Staphylococcus aureus,PATRIC_genomes,1280.34224.fna,S,S,S,S,S,421,train
Staphylococcus aureus,PATRIC_genomes,1280.34225.fna,S,S,S,S,S,170,train
Staphylococcus aureus,PATRIC_genomes,1280.34226.fna,S,S,S,S,S,170,train
Staphylococcus aureus,PATRIC_genomes,1280.34227.fna,S,S,S,S,S,117,train
Staphylococcus aureus,PATRIC_genomes,1280.34228.fna,S,S,S,S,S,117,train
Staphylococcus aureus,PATRIC_genomes,1280.34229.fna,S,S,S,S,S,170,train
Staphylococcus aureus,PATRIC_genomes,1280.34231.fna,S,S,S,S,S,117,train
Staphylococcus aureus,PATRIC_genomes,1280.34232.fna,S,S,S,S,S,327,train
Staphylococcus aureus,PATRIC_genomes,1280.34233.fna,S,S,S,S,S,117,train
Staphylococcus aureus,PATRIC_genomes,1280.34234.fna,S,R,S,S,R,4,train
Staphylococcus aureus,PATRIC_genomes,1280.34235.fna,S,S,S,S,S,67,train
Staphylococcus aureus,PATRIC_genomes,1280.34237.fna,R,S,R,R,R,31,train
Staphylococcus aureus,PATRIC_genomes,1280.34238.fna,R,R,R,R,R,31,train
Staphylococcus aureus,PATRIC_genomes,1280.34239.fna,S,S,S,S,S,387,train
Staphylococcus aureus,PATRIC_genomes,1280.34241.fna,S,S,S,S,R,2,train
Staphylococcus aureus,PATRIC_genomes,1280.34242.fna,S,S,S,S,S,16,train
Staphylococcus aureus,PATRIC_genomes,1280.34243.fna,S,S,S,S,S,67,train
Staphylococcus aureus,PATRIC_genomes,1280.34244.fna,S,S,S,S,R,306,train
Staphylococcus aureus,PATRIC_genomes,1280.34245.fna,R,R,R,R,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.34246.fna,R,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34249.fna,S,S,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34251.fna,R,R,R,R,R,38,test
Staphylococcus aureus,PATRIC_genomes,1280.34252.fna,R,R,R,R,R,38,test
Staphylococcus aureus,PATRIC_genomes,1280.34253.fna,R,R,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34254.fna,R,R,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34255.fna,R,R,R,R,R,38,test
Staphylococcus aureus,PATRIC_genomes,1280.34256.fna,R,R,R,R,R,10,train
Staphylococcus aureus,PATRIC_genomes,1280.34257.fna,R,R,R,R,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.34258.fna,R,R,R,R,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.34259.fna,R,R,R,R,R,10,train
Staphylococcus aureus,PATRIC_genomes,1280.34261.fna,R,R,R,R,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.34262.fna,S,R,S,S,R,31,train
Staphylococcus aureus,PATRIC_genomes,1280.34263.fna,R,R,S,R,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.34264.fna,R,R,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34265.fna,R,R,S,R,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.34266.fna,S,R,S,S,R,16,train
Staphylococcus aureus,PATRIC_genomes,1280.34267.fna,S,R,S,S,R,16,train
Staphylococcus aureus,PATRIC_genomes,1280.34268.fna,S,R,S,S,R,16,train
Staphylococcus aureus,PATRIC_genomes,1280.34269.fna,S,S,S,S,S,291,train
Staphylococcus aureus,PATRIC_genomes,1280.34271.fna,R,R,R,R,R,10,train
Staphylococcus aureus,PATRIC_genomes,1280.34272.fna,R,R,S,R,R,68,train
Staphylococcus aureus,PATRIC_genomes,1280.34273.fna,R,R,R,R,R,10,train
Staphylococcus aureus,PATRIC_genomes,1280.34274.fna,R,R,S,R,R,68,train
Staphylococcus aureus,PATRIC_genomes,1280.34275.fna,R,R,R,R,R,10,train
Staphylococcus aureus,PATRIC_genomes,1280.34276.fna,R,R,R,R,R,10,train
Staphylococcus aureus,PATRIC_genomes,1280.34277.fna,R,R,S,R,R,68,train
Staphylococcus aureus,PATRIC_genomes,1280.34278.fna,R,R,S,R,R,68,train
Staphylococcus aureus,PATRIC_genomes,1280.34279.fna,S,R,S,S,R,68,train
Staphylococcus aureus,PATRIC_genomes,1280.34281.fna,R,R,S,R,S,68,train
Staphylococcus aureus,PATRIC_genomes,1280.34282.fna,R,R,S,R,R,68,train
Staphylococcus aureus,PATRIC_genomes,1280.34283.fna,R,R,S,R,R,68,train
Staphylococcus aureus,PATRIC_genomes,1280.34284.fna,R,R,S,R,R,68,train
Staphylococcus aureus,PATRIC_genomes,1280.34285.fna,R,R,R,R,R,10,train
Staphylococcus aureus,PATRIC_genomes,1280.34286.fna,R,R,R,R,R,10,train
Staphylococcus aureus,PATRIC_genomes,1280.34287.fna,R,R,R,R,R,10,train
Staphylococcus aureus,PATRIC_genomes,1280.34288.fna,R,R,R,R,R,10,train
Staphylococcus aureus,PATRIC_genomes,1280.34289.fna,R,R,S,R,R,68,train
Staphylococcus aureus,PATRIC_genomes,1280.34291.fna,R,R,S,R,R,68,train
Staphylococcus aureus,PATRIC_genomes,1280.34292.fna,S,S,S,S,S,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34293.fna,S,S,S,S,S,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34294.fna,R,S,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34295.fna,S,S,S,S,S,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34296.fna,S,S,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34297.fna,S,S,S,S,R,191,train
Staphylococcus aureus,PATRIC_genomes,1280.34298.fna,R,S,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34299.fna,S,S,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34301.fna,R,S,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34302.fna,R,S,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34303.fna,S,S,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34304.fna,R,S,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34305.fna,S,S,S,S,S,99,train
Staphylococcus aureus,PATRIC_genomes,1280.34306.fna,R,S,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34307.fna,R,S,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34308.fna,R,S,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34309.fna,R,S,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34311.fna,S,S,S,S,S,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34312.fna,S,S,S,S,R,145,train
Staphylococcus aureus,PATRIC_genomes,1280.34313.fna,R,S,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34314.fna,S,S,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34315.fna,R,S,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34316.fna,R,S,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34318.fna,S,S,S,S,S,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34319.fna,S,S,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34322.fna,R,R,R,S,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.34323.fna,R,R,R,S,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.34324.fna,R,R,R,S,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.34325.fna,S,R,R,S,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.34326.fna,R,R,R,S,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.34327.fna,R,R,R,S,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.34331.fna,S,S,S,S,S,7,test
Staphylococcus aureus,PATRIC_genomes,1280.34332.fna,S,S,S,S,S,7,test
Staphylococcus aureus,PATRIC_genomes,1280.34333.fna,S,S,S,S,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34334.fna,S,R,R,S,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.34335.fna,S,R,R,S,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.34336.fna,R,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34337.fna,S,S,S,S,R,9,test
Staphylococcus aureus,PATRIC_genomes,1280.34338.fna,S,S,S,S,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.34339.fna,R,R,R,S,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34341.fna,R,R,R,R,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.34342.fna,S,S,S,S,S,439,train
Staphylococcus aureus,PATRIC_genomes,1280.34343.fna,R,R,R,R,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.34344.fna,R,R,R,R,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.34345.fna,R,R,R,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34346.fna,S,R,R,S,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.34347.fna,R,R,R,S,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.34348.fna,R,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34349.fna,S,R,R,S,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.34351.fna,S,S,S,S,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.34352.fna,S,S,S,S,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.34353.fna,S,S,S,S,S,18,train
Staphylococcus aureus,PATRIC_genomes,1280.34354.fna,R,R,R,R,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.34355.fna,S,R,R,R,R,330,train
Staphylococcus aureus,PATRIC_genomes,1280.34356.fna,R,R,R,R,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.34357.fna,R,R,R,S,R,186,train
Staphylococcus aureus,PATRIC_genomes,1280.34358.fna,R,R,R,R,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.34359.fna,S,S,S,S,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34715.fna,R,R,S,S,R,93,train
Staphylococcus aureus,PATRIC_genomes,1280.34716.fna,R,R,R,R,R,79,train
Staphylococcus aureus,PATRIC_genomes,1280.34717.fna,R,R,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34718.fna,R,R,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34719.fna,R,R,S,R,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34721.fna,R,R,S,R,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34722.fna,R,R,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34723.fna,R,R,R,R,S,27,train
Staphylococcus aureus,PATRIC_genomes,1280.34724.fna,R,R,R,R,S,27,train
Staphylococcus aureus,PATRIC_genomes,1280.34725.fna,S,R,S,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34726.fna,S,R,S,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34727.fna,S,R,S,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34728.fna,R,R,R,S,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.34729.fna,R,R,R,S,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.34731.fna,R,R,S,S,S,135,train
Staphylococcus aureus,PATRIC_genomes,1280.34732.fna,S,S,S,S,S,169,train
Staphylococcus aureus,PATRIC_genomes,1280.34733.fna,R,R,S,R,R,135,train
Staphylococcus aureus,PATRIC_genomes,1280.34734.fna,S,S,S,S,S,169,train
Staphylococcus aureus,PATRIC_genomes,1280.34735.fna,S,S,S,S,R,2,train
Staphylococcus aureus,PATRIC_genomes,1280.34736.fna,S,S,S,S,R,2,train
Staphylococcus aureus,PATRIC_genomes,1280.34737.fna,S,S,S,S,R,2,train
Staphylococcus aureus,PATRIC_genomes,1280.34738.fna,S,S,S,S,R,2,train
Staphylococcus aureus,PATRIC_genomes,1280.34739.fna,R,S,S,S,R,8,train
Staphylococcus aureus,PATRIC_genomes,1280.34741.fna,S,S,S,S,R,2,train
Staphylococcus aureus,PATRIC_genomes,1280.34742.fna,S,S,S,S,R,8,train
Staphylococcus aureus,PATRIC_genomes,1280.34743.fna,S,S,S,S,R,2,train
Staphylococcus aureus,PATRIC_genomes,1280.34744.fna,S,S,S,S,R,8,train
Staphylococcus aureus,PATRIC_genomes,1280.34745.fna,S,R,S,S,R,8,train
Staphylococcus aureus,PATRIC_genomes,1280.34746.fna,R,S,S,S,R,8,train
Staphylococcus aureus,PATRIC_genomes,1280.34747.fna,S,S,S,S,R,8,train
Staphylococcus aureus,PATRIC_genomes,1280.34748.fna,S,R,S,S,R,8,train
Staphylococcus aureus,PATRIC_genomes,1280.34749.fna,S,S,S,S,R,8,train
Staphylococcus aureus,PATRIC_genomes,1280.34751.fna,R,S,S,S,R,8,train
Staphylococcus aureus,PATRIC_genomes,1280.34752.fna,S,S,S,S,R,8,train
Staphylococcus aureus,PATRIC_genomes,1280.34753.fna,R,S,S,R,R,8,train
Staphylococcus aureus,PATRIC_genomes,1280.34754.fna,S,S,S,S,R,32,train
Staphylococcus aureus,PATRIC_genomes,1280.34756.fna,S,S,S,S,S,119,train
Staphylococcus aureus,PATRIC_genomes,1280.34757.fna,S,R,S,S,R,9,test
Staphylococcus aureus,PATRIC_genomes,1280.34758.fna,R,R,R,R,S,81,test
Staphylococcus aureus,PATRIC_genomes,1280.34759.fna,R,R,R,R,S,81,test
Staphylococcus aureus,PATRIC_genomes,1280.34761.fna,R,R,S,S,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.34762.fna,R,R,S,S,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.34763.fna,R,R,R,R,S,81,test
Staphylococcus aureus,PATRIC_genomes,1280.34764.fna,R,R,R,R,R,284,train
Staphylococcus aureus,PATRIC_genomes,1280.34765.fna,R,R,R,R,R,284,train
Staphylococcus aureus,PATRIC_genomes,1280.34766.fna,S,R,S,S,R,9,test
Staphylococcus aureus,PATRIC_genomes,1280.34769.fna,R,R,R,R,R,31,train
Staphylococcus aureus,PATRIC_genomes,1280.34772.fna,R,R,R,S,R,375,train
Staphylococcus aureus,PATRIC_genomes,1280.34773.fna,S,S,S,S,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.34774.fna,S,S,S,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34775.fna,S,S,S,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34776.fna,R,S,S,R,R,9,test
Staphylococcus aureus,PATRIC_genomes,1280.34777.fna,S,S,S,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34778.fna,S,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34779.fna,S,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34781.fna,S,S,S,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34782.fna,R,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34783.fna,S,R,S,R,R,258,train
Staphylococcus aureus,PATRIC_genomes,1280.34784.fna,S,S,S,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34785.fna,S,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34786.fna,R,S,S,R,R,9,test
Staphylococcus aureus,PATRIC_genomes,1280.34787.fna,S,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34788.fna,S,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34789.fna,S,S,S,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34791.fna,S,S,S,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34792.fna,S,S,S,S,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.34793.fna,S,S,S,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34794.fna,R,S,S,R,R,9,test
Staphylococcus aureus,PATRIC_genomes,1280.34795.fna,R,S,S,R,R,9,test
Staphylococcus aureus,PATRIC_genomes,1280.34796.fna,R,S,S,R,R,9,test
Staphylococcus aureus,PATRIC_genomes,1280.34797.fna,R,S,S,R,R,9,test
Staphylococcus aureus,PATRIC_genomes,1280.34798.fna,R,S,S,R,R,9,test
Staphylococcus aureus,PATRIC_genomes,1280.34799.fna,S,S,S,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34801.fna,S,S,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34802.fna,R,R,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34803.fna,R,R,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34804.fna,R,R,S,S,R,3,train
Staphylococcus aureus,PATRIC_genomes,1280.34805.fna,S,S,S,S,S,161,train
Staphylococcus aureus,PATRIC_genomes,1280.34806.fna,R,S,S,R,R,8,train
Staphylococcus aureus,PATRIC_genomes,1280.34811.fna,R,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34812.fna,S,S,S,S,S,7,test
Staphylococcus aureus,PATRIC_genomes,1280.34813.fna,R,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34814.fna,R,R,S,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34815.fna,R,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34816.fna,R,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34817.fna,R,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34818.fna,R,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34819.fna,R,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34821.fna,R,S,S,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.34822.fna,R,S,S,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.34823.fna,R,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34824.fna,R,S,S,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.34825.fna,R,R,S,R,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34826.fna,R,S,S,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.34827.fna,R,S,S,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.34828.fna,S,S,S,S,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.34829.fna,S,S,S,S,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.34831.fna,S,S,S,S,R,75,test
Staphylococcus aureus,PATRIC_genomes,1280.34832.fna,S,S,S,S,R,75,test
Staphylococcus aureus,PATRIC_genomes,1280.34833.fna,S,R,S,S,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.34834.fna,S,S,S,S,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.34835.fna,S,S,S,S,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.34836.fna,S,S,S,S,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.34837.fna,S,S,S,S,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.34838.fna,R,S,S,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.34839.fna,S,S,S,S,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.34841.fna,S,S,S,S,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.34842.fna,R,S,S,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.34843.fna,S,S,S,S,R,32,train
Staphylococcus aureus,PATRIC_genomes,1280.34844.fna,S,S,S,S,R,32,train
Staphylococcus aureus,PATRIC_genomes,1280.34845.fna,S,S,S,S,S,32,train
Staphylococcus aureus,PATRIC_genomes,1280.34846.fna,S,S,S,S,R,32,train
Staphylococcus aureus,PATRIC_genomes,1280.34847.fna,S,S,S,S,S,32,train
Staphylococcus aureus,PATRIC_genomes,1280.34848.fna,S,S,S,S,S,32,train
Staphylococcus aureus,PATRIC_genomes,1280.34849.fna,S,S,S,S,S,32,train
Staphylococcus aureus,PATRIC_genomes,1280.34851.fna,R,S,S,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.34852.fna,S,S,S,S,S,32,train
Staphylococcus aureus,PATRIC_genomes,1280.34853.fna,S,S,S,S,S,32,train
Staphylococcus aureus,PATRIC_genomes,1280.34854.fna,S,S,S,S,S,16,train
Staphylococcus aureus,PATRIC_genomes,1280.34855.fna,S,S,S,S,R,32,train
Staphylococcus aureus,PATRIC_genomes,1280.34856.fna,S,S,S,S,R,32,train
Staphylococcus aureus,PATRIC_genomes,1280.34857.fna,S,S,S,S,R,32,train
Staphylococcus aureus,PATRIC_genomes,1280.34858.fna,S,S,S,S,R,32,train
Staphylococcus aureus,PATRIC_genomes,1280.34859.fna,S,S,S,S,S,32,train
Staphylococcus aureus,PATRIC_genomes,1280.34861.fna,S,S,S,S,S,32,train
Staphylococcus aureus,PATRIC_genomes,1280.34862.fna,S,S,S,S,R,32,train
Staphylococcus aureus,PATRIC_genomes,1280.34863.fna,S,S,S,S,R,32,train
Staphylococcus aureus,PATRIC_genomes,1280.34864.fna,S,S,S,S,R,32,train
Staphylococcus aureus,PATRIC_genomes,1280.34865.fna,S,S,S,S,R,19,train
Staphylococcus aureus,PATRIC_genomes,1280.34866.fna,S,S,S,S,S,5,train
